Team Name,ESPN_ID,Team Name_1,HR_franch,Division,Elo Rating,Sims,Games,Wins,Losses,OT/SO L,Points,Div. Rk,Win Div.%,Playoffs%,Ovr. Rk,Make 2nd Rd,Make 3rd Rd,Make Finals,Win Finals,Rem. SOS,Rank,datestamp
Red Wings,det,Detroit Red Wings,DET,Central,1383,1000,56,16.1,39.9,7.6,39.8,7.93,0,0,30.25,0,0,0,0,1528,1,2021-02-20
Lightning,tb,Tampa Bay Lightning,TBL,Central,1590,1000,54,34.4,19.6,5.1,74,1.77,52.1,97.3,4.19,63.6,43,26,16.1,1491,25,2021-02-21
Bruins,bos,Boston Bruins,BOS,East,1569,1000,55,33.8,21.2,6.4,74,1.72,59.6,96.4,5.19,62.2,36.1,20.3,11.6,1500,20,2021-02-21
Avalanche,col,Colorado Avalanche,COL,West,1560,1000,55,33.4,21.6,5.6,72.3,1.86,51.5,96.2,6.25,61.2,35.9,20.4,10.9,1487,29,2021-02-21
Hurricanes,car,Carolina Hurricanes,CAR,Central,1547,1000,55,33.9,21.1,5.4,73.1,2.18,33.3,94.3,5.64,53.4,26.8,15.7,8.3,1494,22,2021-02-21
Golden Knights,vgs,Vegas Golden Knights,VEG,West,1545,1000,56,32.7,23.3,5.7,71,2.4,29.5,91.9,8.35,53.7,30.6,17,7.9,1503,15,2021-02-21
Maple Leafs,tor,Toronto Maple Leafs,TOR,North,1540,1000,56,34.5,21.5,6.2,75.3,1.56,67,98.4,5.22,55.8,31.8,15.9,7.9,1488,27,2021-02-21
Flyers,phi,Philadelphia Flyers,PHI,East,1540,1000,54,29.9,24.1,7.5,67.2,2.8,22.5,84.5,9.36,44.2,22.9,10.9,5.4,1514,8,2021-02-21
Blues,stl,St. Louis Blues,STL,West,1530,1000,55,29.7,25.3,6.2,65.7,3.25,12.2,79.6,11.94,39,16.9,9,4.2,1505,14,2021-02-21
Islanders,nyi,New York Islanders,NYI,East,1536,1000,56,29.2,26.8,7.4,65.7,3.86,7.1,65.3,13.29,32.8,16.7,7.7,4.1,1510,10,2021-02-21
Jets,wpg,Winnipeg Jets,WPG,North,1518,1000,56,30.1,25.9,5.5,65.8,3.21,11.4,80,13.18,38.7,20.5,8.9,3.9,1500,19,2021-02-21
Canadiens,mtl,Montreal Canadiens,MTL,North,1512,1000,56,30,26,6.6,66.7,3.1,11.2,82.5,12.39,42,18.2,7.7,3.6,1484,31,2021-02-21
Oilers,edm,Edmonton Oilers,EDM,North,1506,1000,56,30.4,25.6,4.2,64.9,3.41,7.7,76.9,14.04,36.8,17.4,6.7,2.2,1489,26,2021-02-21
Stars,dal,Dallas Stars,DAL,Central,1524,1000,52,25.5,26.5,8.6,59.6,4.39,3.1,52.3,14.8,22.6,9.2,4.8,2.1,1507,11,2021-02-21
Penguins,pit,Pittsburgh Penguins,PIT,East,1510,1000,56,29.3,26.7,5.6,64.3,4.25,5.1,54.2,14.7,23.1,10,4.6,1.9,1516,6,2021-02-21
Panthers,fla,Florida Panthers,FLA,Central,1510,1000,56,30.8,25.2,6.6,68.2,3.5,9.1,74.4,10.97,30.9,10.9,4.5,1.8,1514,7,2021-02-21
Flames,cgy,Calgary Flames,CGY,North,1502,1000,56,27.5,28.5,5.5,60.4,4.45,2.5,44.5,18.65,20.2,8.7,3.4,1.8,1487,30,2021-02-21
Capitals,wsh,Washington Capitals,WSH,East,1516,1000,55,27.7,27.3,7.5,62.9,4.26,3.7,56.5,14.73,23.9,10.3,4.3,1.5,1529,3,2021-02-21
Wild,min,Minnesota Wild,MIN,West,1502,1000,56,28.8,27.2,4.9,62.6,4.44,4,52.8,16.39,20.7,7.6,3.2,0.8,1506,13,2021-02-21
Blue Jackets,cbj,Columbus Blue Jackets,CBJ,Central,1502,1000,56,26.2,29.8,8.3,60.8,5.22,0.9,28.9,18.49,11.7,4.9,1.8,0.8,1502,16,2021-02-21
Canucks,van,Vancouver Canucks,VAN,North,1489,1000,56,25,31,5.1,55.1,5.4,0.2,17.4,23.23,6.4,3.4,1.5,0.7,1494,23,2021-02-21
Blackhawks,chi,Chicago Blackhawks,CHI,Central,1498,1000,55,26.6,28.4,8.1,61.4,4.82,1.5,42,16.42,14.4,4.6,1.5,0.5,1502,17,2021-02-21
Coyotes,ari,Arizona Coyotes,PHX,West,1485,1000,56,25.5,30.5,7.5,58.5,5.59,1.1,26.1,20.52,8.4,3.1,1,0.5,1507,12,2021-02-21
Sharks,sj,San Jose Sharks,SJS,West,1465,1000,56,25.5,30.5,6.7,57.6,5.78,0.3,21.4,21.28,6.8,2.6,0.8,0.5,1488,28,2021-02-21
Rangers,nyr,New York Rangers,NYR,East,1485,1000,55,23.6,31.4,7.7,54.8,6.39,0.6,11.3,22.85,3.6,1,0.3,0.3,1529,2,2021-02-21
Devils,nj,New Jersey Devils,NJD,East,1477,1000,55,25.7,29.3,7.1,58.5,5.46,1.3,27.9,19.22,9.4,3,0.9,0.3,1519,5,2021-02-21
Kings,la,Los Angeles Kings,LAK,West,1477,1000,56,25.6,30.4,7.8,58.9,5.47,1.4,29.2,20.12,9.3,2.8,0.7,0.2,1500,18,2021-02-21
Predators,nsh,Nashville Predators,NSH,Central,1483,1000,54,24.7,29.3,4.4,53.7,6.21,0,10.8,22.73,3.4,0.6,0.2,0.1,1498,21,2021-02-21
Ducks,ana,Anaheim Ducks,ANA,West,1445,1000,56,21.9,34.1,7.6,51.4,7.22,0,2.8,26.04,0.9,0.5,0.3,0.1,1511,9,2021-02-21
Sabres,buf,Buffalo Sabres,BUF,East,1447,1000,56,21.9,34.1,7.1,50.9,7.26,0.1,3.9,26.13,0.8,0,0,0,1537,1,2021-02-21
Senators,ott,Ottawa Senators,OTT,North,1416,1000,56,18.5,37.5,5.6,42.6,6.87,0,0.3,29.63,0.1,0,0,0,1491,24,2021-02-21
Red Wings,det,Detroit Red Wings,DET,Central,1386,1000,56,16.9,39.1,7.5,41.2,7.92,0,0,30.06,0,0,0,0,1523,4,2021-02-21
Lightning,tb,Tampa Bay Lightning,TBL,Central,1590,1000,54,34.2,19.8,5.2,73.6,1.85,50,95.9,4.59,67,44.5,28.6,17.6,1501,21,2021-02-22
Bruins,bos,Boston Bruins,BOS,East,1572,1000,55,34.3,20.7,6.3,75,1.54,67.4,98.2,4.51,62.4,39.3,22.6,12.9,1497,24,2021-02-22
Avalanche,col,Colorado Avalanche,COL,West,1559,1000,55,33.3,21.7,5.5,72.2,1.89,48.6,96.5,6.25,59.8,36.3,19.7,9.5,1492,27,2021-02-22
Golden Knights,vgs,Vegas Golden Knights,VEG,West,1548,1000,56,32.8,23.2,5.6,71.2,2.4,31.2,91.2,8.17,53.2,27.4,15.1,8.3,1516,7,2021-02-22
Maple Leafs,tor,Toronto Maple Leafs,TOR,North,1540,1000,56,34.4,21.6,6.1,74.9,1.59,63.9,97.8,5.46,56.7,32.1,16.4,8,1499,23,2021-02-22
Hurricanes,car,Carolina Hurricanes,CAR,Central,1546,1000,55,33.8,21.2,5.4,73.1,2.13,35.6,95.5,5.59,53.5,24.8,13.4,6,1504,20,2021-02-22
Blues,stl,St. Louis Blues,STL,West,1531,1000,55,29.9,25.1,6.3,66,3.21,14.1,81.6,11.51,43.3,20.5,8.5,4.6,1515,9,2021-02-22
Flyers,phi,Philadelphia Flyers,PHI,East,1537,1000,54,29.3,24.7,7.4,66,3.09,15.1,80,10.52,42.3,20.4,8.9,4.3,1510,15,2021-02-22
Islanders,nyi,New York Islanders,NYI,East,1537,1000,56,29.2,26.8,7.4,65.8,3.82,7.9,64.5,13.29,31.2,14.3,8.3,4,1507,19,2021-02-22
Jets,wpg,Winnipeg Jets,WPG,North,1521,1000,56,30.9,25.1,5.4,67.2,2.91,15.3,86.6,11.69,43.7,21.5,8.7,3.4,1486,28,2021-02-22
Capitals,wsh,Washington Capitals,WSH,East,1517,1000,55,28.1,26.9,7.4,63.5,4.03,4.8,60.7,14.09,27.2,11.2,5.8,3.1,1527,5,2021-02-22
Oilers,edm,Edmonton Oilers,EDM,North,1506,1000,56,30.4,25.6,4.3,65.1,3.41,8.2,77.2,13.79,35.6,17.3,6.5,2.9,1494,26,2021-02-22
Canadiens,mtl,Montreal Canadiens,MTL,North,1508,1000,56,29.2,26.8,7.5,66,3.26,10.3,78.9,13.05,39.8,19.2,8.7,2.8,1485,29,2021-02-22
Penguins,pit,Pittsburgh Penguins,PIT,East,1509,1000,56,29.4,26.6,5.6,64.4,4.25,4.3,56.2,14.68,22.8,9.7,4,2.1,1513,13,2021-02-22
Stars,dal,Dallas Stars,DAL,Central,1524,1000,52,25.8,26.2,8.6,60.1,4.25,3.8,57.8,14.14,23.5,9.8,3.8,1.9,1515,10,2021-02-22
Panthers,fla,Florida Panthers,FLA,Central,1511,1000,56,30.7,25.3,6.7,68.1,3.52,8.9,74.2,11.12,28.4,10.1,4.6,1.6,1532,3,2021-02-22
Wild,min,Minnesota Wild,MIN,West,1502,1000,56,28.8,27.2,4.9,62.6,4.45,3.4,52.4,16.38,19.8,7.8,3.4,1.6,1507,18,2021-02-22
Flames,cgy,Calgary Flames,CGY,North,1500,1000,56,27.4,28.6,5.5,60.4,4.43,2,46.2,18.63,19,8.4,2.7,1.3,1469,31,2021-02-22
Blue Jackets,cbj,Columbus Blue Jackets,CBJ,Central,1502,1000,56,26.1,29.9,8.4,60.6,5.28,0.6,27.2,18.64,11,4.8,2.1,1.1,1514,12,2021-02-22
Blackhawks,chi,Chicago Blackhawks,CHI,Central,1497,1000,55,26.6,28.4,8.2,61.3,4.84,1.1,39.8,16.43,13.4,4.8,2.1,1,1511,14,2021-02-22
Coyotes,ari,Arizona Coyotes,PHX,West,1485,1000,56,25.4,30.6,7.6,58.4,5.55,0.8,26.5,20.68,8.3,3.3,1.2,0.5,1518,6,2021-02-22
Devils,nj,New Jersey Devils,NJD,East,1474,1000,55,24.9,30.1,7.1,56.9,5.81,0.4,21.4,20.77,7.4,2.2,1,0.5,1516,8,2021-02-22
Rangers,nyr,New York Rangers,NYR,East,1484,1000,55,23.7,31.3,7.6,55.1,6.25,0.1,15.1,22.48,5.8,2.6,1.1,0.4,1531,4,2021-02-22
Predators,nsh,Nashville Predators,NSH,Central,1485,1000,54,24.7,29.3,4.3,53.7,6.25,0,9.6,22.85,3.2,1.2,0.6,0.2,1508,17,2021-02-22
Canucks,van,Vancouver Canucks,VAN,North,1485,1000,56,24.4,31.6,6.1,54.9,5.55,0.3,12.7,23.71,5.1,1.5,0.7,0.1,1484,30,2021-02-22
Kings,la,Los Angeles Kings,LAK,West,1477,1000,56,25.5,30.5,7.8,58.8,5.49,1.3,26.4,20.24,9.1,3,0.6,0.1,1510,16,2021-02-22
Sharks,sj,San Jose Sharks,SJS,West,1465,1000,56,25.3,30.7,6.9,57.5,5.82,0.6,22,21.36,5.9,1.5,0.6,0.1,1496,25,2021-02-22
Ducks,ana,Anaheim Ducks,ANA,West,1445,1000,56,21.9,34.1,7.6,51.4,7.19,0,3.4,26.06,0.6,0.2,0.1,0.1,1515,11,2021-02-22
Sabres,buf,Buffalo Sabres,BUF,East,1448,1000,56,22.1,33.9,7,51.3,7.21,0,3.9,26.01,0.9,0.3,0.2,0,1535,2,2021-02-22
Senators,ott,Ottawa Senators,OTT,North,1419,1000,56,19.2,36.8,5.5,44,6.85,0,0.6,29.33,0.1,0,0,0,1500,22,2021-02-22
Red Wings,det,Detroit Red Wings,DET,Central,1386,1000,56,17.1,38.9,7.6,41.9,7.89,0,0,30,0,0,0,0,1537,1,2021-02-22
Lightning,tb,Tampa Bay Lightning,TBL,Central,1594,1000,54,34.8,19.2,5.1,74.7,1.62,58.9,98.7,3.7,69,47.5,31.6,20,1480,30,2021-02-23
Bruins,bos,Boston Bruins,BOS,East,1574,1000,55,34.4,20.6,6.2,75,1.51,69.3,97.9,4.22,67.3,42.6,26.7,15.7,1489,28,2021-02-23
Avalanche,col,Colorado Avalanche,COL,West,1554,1000,55,32.3,22.7,5.5,70.2,2.23,36.5,93.5,7.78,60.5,33.6,19.4,10.5,1479,31,2021-02-23
Hurricanes,car,Carolina Hurricanes,CAR,Central,1543,1000,55,33.1,21.9,5.3,71.6,2.44,25.8,92.1,6.66,51.4,22.8,14.3,7.7,1487,29,2021-02-23
Maple Leafs,tor,Toronto Maple Leafs,TOR,North,1535,1000,56,33.6,22.4,6.3,73.5,1.73,58.2,97.3,6.25,54.2,31.3,14.9,7.2,1500,20,2021-02-23
Golden Knights,vgs,Vegas Golden Knights,VEG,West,1552,1000,56,33.4,22.6,5.6,72.4,2.11,42.4,93.3,7.15,54.8,30.4,13.9,6.4,1496,24,2021-02-23
Islanders,nyi,New York Islanders,NYI,East,1537,1000,56,29.6,26.4,7.3,66.5,3.71,8.5,69.2,12.61,34.1,15.3,8.2,4.9,1504,13,2021-02-23
Jets,wpg,Winnipeg Jets,WPG,North,1521,1000,56,30.9,25.1,5.3,67.1,2.94,18.2,84,11.88,45.7,23.5,10.2,3.8,1503,16,2021-02-23
Flyers,phi,Philadelphia Flyers,PHI,East,1537,1000,54,29.2,24.8,7.5,66,3.14,12.2,79.8,10.58,38.7,18.1,7.6,3.7,1504,15,2021-02-23
Canadiens,mtl,Montreal Canadiens,MTL,North,1508,1000,56,29,27,7.5,65.5,3.36,12.2,75,13.75,36.3,17.1,6.6,2.6,1501,19,2021-02-23
Blues,stl,St. Louis Blues,STL,West,1526,1000,55,28.9,26.1,6.2,64.1,3.73,8.5,69.9,13.62,32,14.5,6.2,2.5,1503,17,2021-02-23
Capitals,wsh,Washington Capitals,WSH,East,1518,1000,55,28.2,26.8,7.4,63.8,4.02,5.2,60.8,13.97,26.4,10.9,4.7,2.3,1516,3,2021-02-23
Panthers,fla,Florida Panthers,FLA,Central,1514,1000,56,31.5,24.5,6.5,69.6,3.14,10.8,83.1,9.6,33,11,5.1,1.8,1508,6,2021-02-23
Wild,min,Minnesota Wild,MIN,West,1509,1000,56,29.8,26.2,4.7,64.4,3.92,7.4,64.6,14.53,25.3,11.4,4.8,1.8,1496,22,2021-02-23
Flames,cgy,Calgary Flames,CGY,North,1507,1000,56,28.4,27.6,5.4,62.2,4.07,4,57.6,16.87,25.1,11.2,4.5,1.8,1489,27,2021-02-23
Penguins,pit,Pittsburgh Penguins,PIT,East,1509,1000,56,29.1,26.9,5.7,64,4.31,3.8,53.1,15,21.5,9.4,3.9,1.7,1504,12,2021-02-23
Oilers,edm,Edmonton Oilers,EDM,North,1504,1000,56,30.3,25.7,4.3,64.8,3.49,7.1,72.7,14.23,34,14.7,5.4,1.7,1496,23,2021-02-23
Blackhawks,chi,Chicago Blackhawks,CHI,Central,1498,1000,55,26.7,28.3,8.2,61.7,4.72,1.2,45.2,16.08,15.4,6.3,2.9,1.2,1496,21,2021-02-23
Stars,dal,Dallas Stars,DAL,Central,1521,1000,52,24.9,27.1,8.5,58.3,4.71,2.3,42.3,16.15,17.3,7.2,3,0.8,1508,7,2021-02-23
Kings,la,Los Angeles Kings,LAK,West,1483,1000,56,26.5,29.5,7.6,60.6,5.09,3.7,33.9,18.68,11.9,4.1,1.6,0.7,1491,26,2021-02-23
Coyotes,ari,Arizona Coyotes,PHX,West,1487,1000,56,26,30,7.5,59.4,5.38,1.3,28.8,19.82,11.2,4.9,1.5,0.5,1505,11,2021-02-23
Devils,nj,New Jersey Devils,NJD,East,1476,1000,55,25.2,29.8,7.1,57.6,5.7,0.8,23,20.18,7.3,2.4,0.4,0.2,1509,5,2021-02-23
Sharks,sj,San Jose Sharks,SJS,West,1459,1000,56,24.7,31.3,6.6,56,6.18,0.2,14.1,22.68,3.9,1.1,0.6,0.2,1492,25,2021-02-23
Blue Jackets,cbj,Columbus Blue Jackets,CBJ,Central,1503,1000,56,26.3,29.7,8.2,60.9,5.25,0.8,29.5,18.37,11.1,4.4,1.1,0.1,1506,9,2021-02-23
Canucks,van,Vancouver Canucks,VAN,North,1486,1000,56,24.4,31.6,6.1,54.9,5.55,0.3,13.2,23.61,4.7,2.2,0.4,0.1,1507,8,2021-02-23
Predators,nsh,Nashville Predators,NSH,Central,1483,1000,54,24.6,29.4,4.4,53.5,6.24,0.2,9.1,22.93,2.8,0.8,0.4,0.1,1504,14,2021-02-23
Rangers,nyr,New York Rangers,NYR,East,1485,1000,55,23.7,31.3,7.5,54.9,6.25,0.2,14,22.54,4.3,1.2,0.1,0,1522,2,2021-02-23
Sabres,buf,Buffalo Sabres,BUF,East,1446,1000,56,21.5,34.5,6.9,49.8,7.37,0,2.2,26.7,0.4,0.1,0,0,1526,1,2021-02-23
Ducks,ana,Anaheim Ducks,ANA,West,1443,1000,56,21.3,34.7,7.5,50.2,7.36,0,1.9,26.69,0.4,0,0,0,1505,10,2021-02-23
Senators,ott,Ottawa Senators,OTT,North,1420,1000,56,19.4,36.6,5.4,44.2,6.85,0,0.2,29.16,0,0,0,0,1502,18,2021-02-23
Red Wings,det,Detroit Red Wings,DET,Central,1386,1000,56,17,39,7.5,41.5,7.9,0,0,30.05,0,0,0,0,1514,4,2021-02-23
Lightning,tb,Tampa Bay Lightning,TBL,Central,1594,1000,56,36.1,19.9,5.2,77.4,1.62,60.3,98.2,3.72,68.1,45,29.8,18.7,1487,29,2021-02-24
Bruins,bos,Boston Bruins,BOS,East,1572,1000,56,34.9,21.1,6.4,76.2,1.54,68.5,98,4.48,64.5,40.7,24.2,14.5,1484,31,2021-02-24
Golden Knights,vgs,Vegas Golden Knights,VEG,West,1552,1000,56,33.7,22.3,5.4,72.9,1.99,47.9,94.1,6.71,57.8,32.4,18.9,9.7,1505,13,2021-02-24
Avalanche,col,Colorado Avalanche,COL,West,1555,1000,56,32.9,23.1,5.5,71.2,2.32,34.8,90.9,8.05,54.7,31,17.5,8.9,1486,30,2021-02-24
Maple Leafs,tor,Toronto Maple Leafs,TOR,North,1535,1000,56,33.6,22.4,6,73.2,1.77,56.6,97,6.44,58.2,31.3,15.4,7.9,1503,18,2021-02-24
Hurricanes,car,Carolina Hurricanes,CAR,Central,1543,1000,56,33.9,22.1,5.4,73.2,2.4,25.1,92.9,6.41,50.4,23.5,11.4,5.7,1497,22,2021-02-24
Jets,wpg,Winnipeg Jets,WPG,North,1520,1000,56,30.9,25.1,5.4,67.3,2.95,18.3,83.1,11.59,40.7,19.4,8.8,4.5,1503,17,2021-02-24
Blues,stl,St. Louis Blues,STL,West,1525,1000,56,29.2,26.8,6.4,64.8,3.83,5.7,67.5,14.15,33.2,15.6,7.5,3.8,1509,11,2021-02-24
Islanders,nyi,New York Islanders,NYI,East,1538,1000,56,29.9,26.1,7.2,66.9,3.49,9.4,73.1,12.04,37.5,18.5,8.4,3.7,1491,28,2021-02-24
Panthers,fla,Florida Panthers,FLA,Central,1513,1000,56,31.3,24.7,6.4,68.9,3.27,10.1,81.2,10.17,35,13.9,7.1,3.4,1511,7,2021-02-24
Flyers,phi,Philadelphia Flyers,PHI,East,1537,1000,56,30.1,25.9,7.8,68,3.29,12.5,77.3,11.16,38,17.6,8.5,3.2,1496,24,2021-02-24
Canadiens,mtl,Montreal Canadiens,MTL,North,1508,1000,56,28.6,27.4,8.4,65.5,3.41,10.9,74.1,13.67,37,18.6,6.7,3,1499,21,2021-02-24
Oilers,edm,Edmonton Oilers,EDM,North,1507,1000,56,31,25,4,66.1,3.19,11,80.8,12.7,35.6,16.9,5.5,2.1,1501,20,2021-02-24
Flames,cgy,Calgary Flames,CGY,North,1507,1000,56,28.4,27.6,5.3,62,4.12,3.2,55.4,16.73,24.5,12.1,5.2,2.1,1494,26,2021-02-24
Penguins,pit,Pittsburgh Penguins,PIT,East,1512,1000,56,29.9,26.1,5.6,65.3,3.88,5.6,64.2,13.53,26.9,11.1,4.6,2,1492,27,2021-02-24
Stars,dal,Dallas Stars,DAL,Central,1520,1000,56,27.2,28.8,9,63.5,4.63,3,44.4,15.8,20.4,8.2,4,1.6,1516,2,2021-02-24
Capitals,wsh,Washington Capitals,WSH,East,1514,1000,56,27.9,28.1,8.4,64.1,4.28,3.3,56,15.11,23.3,9.9,3.8,1.2,1509,10,2021-02-24
Wild,min,Minnesota Wild,MIN,West,1508,1000,56,29.7,26.3,4.8,64.2,3.98,7.6,62.8,14.64,25.8,10.8,3.9,1,1503,16,2021-02-24
Blackhawks,chi,Chicago Blackhawks,CHI,Central,1499,1000,56,27.6,28.4,8.2,63.5,4.66,1.2,46.1,15.79,14.5,5.7,2.7,1,1505,15,2021-02-24
Coyotes,ari,Arizona Coyotes,PHX,West,1487,1000,56,25.8,30.2,7.4,59,5.45,0.8,27.4,20.04,9.1,3,1.3,0.6,1513,4,2021-02-24
Kings,la,Los Angeles Kings,LAK,West,1482,1000,56,26.5,29.5,7.7,60.7,5,2.5,37,18.5,12.7,4.7,1.5,0.5,1501,19,2021-02-24
Blue Jackets,cbj,Columbus Blue Jackets,CBJ,Central,1502,1000,56,25.5,30.5,9.1,60.2,5.41,0.3,24.4,19.01,8.4,2.6,0.8,0.4,1508,12,2021-02-24
Predators,nsh,Nashville Predators,NSH,Central,1488,1000,56,26,30,4.4,56.4,6.06,0,12.8,22.09,3.2,1.1,0.3,0.1,1509,9,2021-02-24
Rangers,nyr,New York Rangers,NYR,East,1484,1000,56,24.5,31.5,7.6,56.7,6.15,0.4,14.2,22.12,3.5,1.1,0.6,0.1,1510,8,2021-02-24
Devils,nj,New Jersey Devils,NJD,East,1470,1000,56,24.6,31.4,7.1,56.3,6.18,0.3,14.1,22.36,5,0.9,0.3,0.1,1512,6,2021-02-24
Sharks,sj,San Jose Sharks,SJS,West,1461,1000,56,24.9,31.1,6.6,56.3,6.06,0.5,17.6,22.27,6.3,2.3,0.4,0.1,1494,25,2021-02-24
Ducks,ana,Anaheim Ducks,ANA,West,1444,1000,56,21.3,34.7,7.5,50.1,7.37,0.2,2.7,26.81,0.4,0.2,0.1,0.1,1512,5,2021-02-24
Canucks,van,Vancouver Canucks,VAN,North,1483,1000,56,23.8,32.2,5.9,53.4,5.75,0,9.1,24.6,3.8,1.7,0.8,0,1505,14,2021-02-24
Sabres,buf,Buffalo Sabres,BUF,East,1451,1000,56,22.2,33.8,7,51.4,7.19,0,3.1,25.91,1.3,0.2,0,0,1515,3,2021-02-24
Senators,ott,Ottawa Senators,OTT,North,1419,1000,56,19.7,36.3,5.3,44.8,6.8,0,0.5,29.06,0.2,0,0,0,1497,23,2021-02-24
Red Wings,det,Detroit Red Wings,DET,Central,1382,1000,56,16.4,39.6,7.5,40.2,7.95,0,0,30.35,0,0,0,0,1524,1,2021-02-24
Lightning,tb,Tampa Bay Lightning,TBL,Central,1598,1000,56,36.7,19.3,5.2,78.7,1.44,73.2,97.8,3.13,70.3,48.2,32.3,21.5,1487,29,2021-02-25
Bruins,bos,Boston Bruins,BOS,East,1572,1000,56,35.1,20.9,6.4,76.6,1.57,66.3,97.3,4.35,60.5,38.3,24.8,13.4,1485,31,2021-02-25
Maple Leafs,tor,Toronto Maple Leafs,TOR,North,1537,1000,56,34,22,5.9,73.9,1.7,59.9,96.8,5.9,55.8,31.1,16.8,8.1,1525,2,2021-02-25
Golden Knights,vgs,Vegas Golden Knights,VEG,West,1552,1000,55,32.9,22.1,5.5,71.3,1.94,52.2,95.1,6.77,57,31.3,15.5,7.9,1504,17,2021-02-25
Avalanche,col,Colorado Avalanche,COL,West,1548,1000,56,31.8,24.2,5.6,69.1,2.76,22.7,85.7,9.89,49.7,30.8,16.3,7.4,1485,30,2021-02-25
Hurricanes,car,Carolina Hurricanes,CAR,Central,1540,1000,56,33.1,22.9,5.3,71.6,2.66,15.8,89.4,7.59,46.9,19.1,10.4,5.5,1492,25,2021-02-25
Flyers,phi,Philadelphia Flyers,PHI,East,1539,1000,56,30.7,25.3,7.7,69.1,3.04,13.5,81.3,10.16,44,21.4,11,5.3,1500,21,2021-02-25
Jets,wpg,Winnipeg Jets,WPG,North,1521,1000,56,31.1,24.9,5.3,67.4,2.93,16.9,83.5,11.38,42.7,21.9,8.8,3.6,1506,14,2021-02-25
Islanders,nyi,New York Islanders,NYI,East,1538,1000,56,29.7,26.3,7.2,66.7,3.53,9.4,73.7,12.32,36.1,17.7,8.8,3.3,1492,26,2021-02-25
Canadiens,mtl,Montreal Canadiens,MTL,North,1508,1000,56,28.3,27.7,8.5,65.1,3.52,7.3,74.2,14.11,34.6,17.2,6.6,3.3,1506,13,2021-02-25
Stars,dal,Dallas Stars,DAL,Central,1525,1000,56,27.9,28.1,8.8,64.6,4.35,2.9,54.9,14.64,24.8,11.4,5.5,2.8,1510,9,2021-02-25
Wild,min,Minnesota Wild,MIN,West,1514,1000,56,30.7,25.3,4.6,65.9,3.55,12.4,70.8,12.86,32.3,12.8,5.3,2.7,1497,23,2021-02-25
Oilers,edm,Edmonton Oilers,EDM,North,1508,1000,56,31.1,24.9,4.1,66.3,3.19,12.4,79.8,12.41,38.8,17.1,5.9,2.5,1502,20,2021-02-25
Panthers,fla,Florida Panthers,FLA,Central,1509,1000,56,30.7,25.3,6.4,67.8,3.53,6.3,73.8,11.22,28.1,11.3,4.8,2,1518,3,2021-02-25
Blues,stl,St. Louis Blues,STL,West,1522,1000,56,28.5,27.5,6.1,63.1,4.31,5.5,52.5,15.81,23.9,11.4,4.7,1.8,1502,19,2021-02-25
Flames,cgy,Calgary Flames,CGY,North,1506,1000,56,28,28,6.2,62.2,4.16,3.3,54.7,16.89,24,11,3.6,1.7,1497,22,2021-02-25
Capitals,wsh,Washington Capitals,WSH,East,1515,1000,56,27.9,28.1,8.3,64,4.28,4.4,53.2,15.31,22.1,9,3.7,1.5,1507,11,2021-02-25
Penguins,pit,Pittsburgh Penguins,PIT,East,1512,1000,56,29.8,26.2,5.5,65.1,3.92,5.8,65.4,13.76,29.3,10.9,4,1.4,1495,24,2021-02-25
Blackhawks,chi,Chicago Blackhawks,CHI,Central,1498,1000,56,27.6,28.4,8.3,63.4,4.63,1.5,44.8,15.93,17.2,6,2.6,1.1,1507,12,2021-02-25
Coyotes,ari,Arizona Coyotes,PHX,West,1486,1000,56,26.2,29.8,7.4,59.7,5.34,1.5,30.4,19.43,12.1,5.1,2.3,1,1511,7,2021-02-25
Kings,la,Los Angeles Kings,LAK,West,1486,1000,56,27.7,28.3,7.4,62.7,4.55,4.9,47.5,16.46,19.2,7.1,2.4,0.9,1491,27,2021-02-25
Blue Jackets,cbj,Columbus Blue Jackets,CBJ,Central,1500,1000,56,25.5,30.5,9.3,60.3,5.39,0.3,24.7,19.08,8.2,2.8,1,0.3,1504,18,2021-02-25
Canucks,van,Vancouver Canucks,VAN,North,1483,1000,56,23.9,32.1,6,53.8,5.7,0.2,10.7,24.42,4.1,1.7,0.6,0.3,1518,4,2021-02-25
Devils,nj,New Jersey Devils,NJD,East,1470,1000,56,24.7,31.3,7,56.4,6.12,0.4,14.6,22.35,4.6,1.3,0.6,0.3,1505,16,2021-02-25
Rangers,nyr,New York Rangers,NYR,East,1483,1000,56,24,32,7.5,55.4,6.4,0.1,10.4,23.25,2.7,1,0.5,0.2,1510,10,2021-02-25
Predators,nsh,Nashville Predators,NSH,Central,1488,1000,56,26,30,4.4,56.5,6.03,0,14.6,22.02,4.5,1.2,0.3,0.1,1505,15,2021-02-25
Sharks,sj,San Jose Sharks,SJS,West,1459,1000,55,24.2,30.8,6.6,55,6.24,0.8,14.8,22.68,4.7,1.1,0.5,0.1,1490,28,2021-02-25
Sabres,buf,Buffalo Sabres,BUF,East,1450,1000,56,22.2,33.8,6.9,51.3,7.14,0.1,4.1,25.96,0.7,0.4,0.3,0,1510,8,2021-02-25
Ducks,ana,Anaheim Ducks,ANA,West,1444,1000,56,21.1,34.9,8.4,50.6,7.31,0,3.2,26.45,1.1,0.4,0.1,0,1511,6,2021-02-25
